TRICODE,IATA CODE,CALLSIGN,COMMON NAME,COMPANY/CORPORATE NAME,COUNTRY
DCC,-,CARICARGO,CARIBBEAN AIR CARGO,CARIBBEAN AIR CARGO,BARBADOS
BWA,BW,CARIBBEAN AIRLINES,CARIBBEAN AIRLINES,CARIBBEAN AIRLINES LIMITED,TRINIDAD AND TOBAGO
IQQ,-,CARIBJET,CARIBBEAN AIRWAYS,CARIBBEAN AIRWAYS,BARBADOS
CRB,-,CARIBBEAN COMMUTER,CARIBBEAN COMMUTER AIRWAYS,KUYAKE AVIATION INC D/B/A CARIBBEAN COMMUTER AIRWAYS,SURINAME
TLC,-,CARIB-X,CARIBBEAN EXPRESS,"CARIBBEAN EXPRESS, INC. (MIAMI SPRINGS, FL)",UNITED STATES OF AMERICA
CRT,-,CARIBINTAIR,CARIBINTAIR,CARIBINTAIR S.A.,HAITI
CCB,-,DOLPHIN,CARICOM AIRWAYS,CARICOM AIRWAYS (BARBADOS) INC.,BARBADOS
CCK,-,CARLISLE AIR,CARLISLE AIR GROUP,CARLISLE AIR CORPORATION,UNITED STATES
KRP,V3,CARPATAIR,CARPATAIR,CARPATAIR S.A.,ROMANIA
CRN,-,CARSON,CARSON AIR,CARSON AIR LTD.,CANADA
CBF,-,BIGFOOT,CASCADIA AIRWAYS,CASCADIA AIRWAYS INC,CANADA
CMT,-,CASEMENT,CASEMENT AVIATION,"CASEMENT AVIATION (PLAINESVILLE, OH)",UNITED STATES OF AMERICA
CSO,-,CASAIR,CASINO AIRLINES,"CASINO AIRLINES, INC. (SHREVEPORT, LA)",UNITED STATES OF AMERICA
CSP,-,CASPER AIR,CASPER AIR SERVICE,"CASPER AIR SERVICE,INC.(CASPER, WY)",UNITED STATES OF AMERICA
CPN,-,CASPIAN,CASPIAN AIRLINES,CASPIAN AIRLINES,IRAN
CPS,-,SWIFT BIRD,"CASS PROFESSIONAL SERVICES, CORP.","CASS PROFESSIONAL SERVICES, CORP.",UNITED STATES OF AMERICA
OMT,-,-,CASTILLO MOURRA,CASTILLO MOURRA,HONDURAS
...,-,CASTLEFILM,CASTLE AIR CHARTER,CASTLE AIR CHARTER LIMITED,UNITED KINGDOM
CSJ,-,CASTLE,CASTLE AVIATION,"CASTLE AVIATION, INC. (RAVENNA, OH)",UNITED STATES OF AMERICA
CAZ,-,EUROCAT,CAT AVIATION,CAT AVIATION AG,SWITZERLAND
HCT,-,ROTORCAT,CAT HELICOPTERS,CAT HELICOPTERS S.L.,SPAIN
CIS,-,CAT ISLAND,CAT ISLAND AIR,CAT ISLAND AIR,BAHAMAS
CBT,-,CATALINA AIR,CATALINA FLYING BOATS,"CATALINA FLYING BOATS, INC. (LONG BEACH, CA)",UNITED STATES OF AMERICA
CPA,CX,CATHAY,CATHAY PACIFIC,CATHAY PACIFIC AIRWAYS LTD.,HONG KONG
VCG,-,THUNDER CAT,CATREUS,CATREUS AOC LTD,UNITED KINGDOM
CJR,-,CAVERTON AIR,CAVERTON HELICOPTERS,CAVERTON HELICOPTERS LTD,NIGERIA
CVK,-,CARGO LINE,CAVOK AIRLINES,CAVOK AIRLINES,UKRAINE
CAY,-,CAYMAN,CAYMAN AIRWAYS,CAYMAN AIRWAYS LTD.,UNITED KINGDOM
SRQ,-,BLUE JAY,CEBGO,"CEBGO, INC. DBA CEBGO",PHILIPPINES
CEB,5J,CEBU AIR,CEBU PACIFIC,"CEBU PACIFIC AIR, INC.",PHILIPPINES
CDX,-,CEDAREX,CEDAR EXECUTIVE,CEDAR EXECUTIVE,LEBANON
CEG,-,CEGA,CEGA AVIATION LIMITED,CEGA AVIATION LIMITED,UNITED KINGDOM
CEL,-,CEIBA LINE,CEIBA INTERCONTINENTAL,CEIBA INTERCONTINENTAL,EQUATORIAL GUINEA
CLJ,-,CELLOJET,CELLO AVIATION,CELLO AVIATION LTD,UNITED KINGDOM
KEM,-,CEMAIR,CEMAIR,CEMAIR (PTY) LTD,SOUTH AFRICA
VME,-,AVIAMERICA,CEMEX OPERACIONES,CEMEX OPERACIONES MEXICO S.A. DE C.V.,MEXICO
CNL,-,WYO-AIR,CENTENNIAL AIRLINES,"CENTENNIAL AIRLINES, INC. (LARAMIE, WY)",UNITED STATES OF AMERICA
CVO,-,CENTERVOL,CENTER VOL,CENTER VOL S.A.,SPAIN
CFK,-,-,CENTRAFRIC'AIR,CENTRAFRIC'AIR S.A.,CENTRAL AFRICAN REPUBLIC
CET,-,CENTRAFRICAIN,CENTRAFRICAN AIRLINES,CENTRAFRICAN AIRLINES,CENTRAL AFRICAN REPUBLIC
CAE,-,EXPRESS CENTRAF,CENTRAFRIQUE AIR EXPRESS,CENTRAFRIQUE AIR EXPRESS,CENTRAL AFRICAN REPUBLIC
CTL,-,CENTRAL COMMUTER,CENTRAL AIR SOUTHWEST,"CENTRAL AIR SOUTHWEST, INC. (CUSHING, OK)",UNITED STATES OF AMERICA
CEN,-,SHUMBA,CENTRAL AIR TRANSPORT SERVICES,CENTRAL AIR TRANSPORT SERVICES,ZIMBABWE
HLF,-,HOMELAND,CENTRAL AIRLINES,"CENTRAL AIRLINES CO., LTD",CHINA
CEW,-,TRYDONAIR,CENTRAL AIRWAYS,CENTRAL AIRWAYS,CENTRAL AFRICAN REPUBLIC
CRW,-,CENTRAL AMERICAN,CENTRAL AMERICAN AIRWAYS,CENTRAL AMERICAN AIRWAYS,HONDURAS
CBK,-,STALBEK AIR,CENTRAL ASIAN SERVICES,CENTRAL ASIAN SERVICES,KYRGYZSTAN
YOG,-,YOGAN AIR,CENTRAL AVIATION,"CENTRAL AVIATION, INC. (CHICAGO, IL)",UNITED STATES OF AMERICA
CHA,-,CHARTER CENTRAL,CENTRAL FLYING SERVICE,"CENTRAL FLYING SERVICE, INC. (LITTLE ROCK, AR)",UNITED STATES OF AMERICA
CEH,-,-,CENTRAL HELICOPTER SERVICE,"CENTRAL HELICOPTER SERVICE, LTD",JAPAN
GLR,-,GLACIER,CENTRAL MOUNTAIN AIR,CENTRAL MOUNTAIN AIR LTD,CANADA
CEV,-,CENTEV,CENTRE D'ESSAIS EN VOL,CENTRE D'ESSAIS EN VOL,FRANCE
ZFZ,-,-,CENTRE IN CHARGE OF A FLIGHT INFORMATION REGION OR AN UPPER FLIGHT INFORMATION REGION (WHETHER ACC OR FIC).,CENTRE IN CHARGE OF A FLIGHT INFORMATION REGION OR AN UPPER FLIGHT INFORMATION REGION (WHETHER ACC OR FIC) WHEN THE MESSAGE IS R,ICAO
ZQZ,-,-,CENTRE IN CHARGE OF FLIGHT INFORMATION REGION OR AN UPPER FLIGHT INFORMATION REGION (WHETHER ACC OR FIC).,CENTRE IN CHARGE OF FLIGHT INFORMATION REGION OR AN UPPER FLIGHT INFORMATION REGION (WHETHER ACC OR FIC) WHEN THE MESSAGE IS REL,ICAO
CLF,-,CLIFTON,CENTRELINE AV,CENTRELINE AV,UNITED KINGDOM
ACF,-,FORCAN,CENTRO DE FORMACION AERONAUTICA DE CANARIAS,CENTRO DE FORMACION AERONAUTICA DE CANARIAS CFACA SL,SPAIN
JLH,-,CESA,CENTRO DE SERVICIO AERONAUTICO,CENTRO DE SERVICIO AERONAUTICO S.A DE C.V.,MEXICO
CWC,-,CHALLENGE CARGO,CENTURION AIR CARGO,"CENTURION AIR CARGO, INC. (MIAMI, FL)",UNITED STATES OF AMERICA
XAD,-,-,CERTIFIED AIRCRAFT DISPATCH,"CERTIFIED AIRCRAFT DISPATCH, INC. (MIAMI, FL)",UNITED STATES OF AMERICA
CEZ,-,CESSZANI,CESSZANI AVIATION,CESSZANI AVIATION,SOUTH AFRICA
CFX,-,CEEFA CHARTER,CFA AIR CHARTERS,CFA AIR CHARTERS (PTY) LTD,SOUTH AFRICA
IRU,-,CHABAHAR,CHABAHAR AIRLINE,CHABAHAR AIRLINE,IRAN
GSW,-,EIGER,CHAIR AIRLINES,CHAIR AIRLINES AG,SWITZERLAND
CHR,-,CHAIRMAN,CHAIRMAN AIRMOTIVE II,"CHAIRMAN AIRMOTIVE II, LLC",UNITED STATES OF AMERICA
CLG,-,CHALLAIR,CHALAIR AVIATION,CHALAIR AVIATION,FRANCE
CHK,-,CHALKS,CHALKS INTERNATIONAL AIRLINES,"FLYING BOAT, INC. D/B/A CHALKS INTERNATIONAL AIRLINES (FT. LAUDERDALE, FL)",UNITED STATES OF AMERICA
CLS,-,AIRISTO,CHALLENGE AIR,"CHALLENGE AIR LUFTVERKEHRS GMBH, TROISDORF",GERMANY
CHZ,-,CARGO ROCK,CHALLENGE AIR CARGO,CHALLENGE AIR CARGO LIMITED,MALTA
ICL,5C,CAL,CHALLENGE AIRLINES,CHALLENGE AIRLINES (IL) LTD.,ISRAEL
CHG,X7,CHALLENGE,CHALLENGE AIRLINES,CHALLENGE AIRLINES (BE) S.A.,BELGIUM
...,-,TIGER,CHALLENGES AVIATION,CHALLENGES AVIATION LIMITED,UNITED KINGDOM
...,-,HERITAGE,CHALLENGES LIMITED,CHALLENGES LIMITED,UNITED KINGDOM
SAW,-,SHAMWING,CHAM WING AIRLINES,CHAM WING AIRLINES,SYRIAN ARAB REPUBLIC
CCP,-,CHAMPION AIR,CHAMPION AIR,"GRAND HOLDINGS, INC. CHAMPION AIR (MANHATTAN BEACH, CA)",UNITED STATES OF AMERICA
NCH,-,CHANCHANGI,CHANCHANGI AIRLINES,CHANCHANGI AIRLINES (NIGERIA) LIMITED,NIGERIA
CHN,-,CHANNEL,CHANNEL ISLAND AVIATION,"CHANNEL ISLAND AVIATION (OXNARD, CA)",UNITED STATES OF AMERICA
WML,-,MARLIN,CHANTILLY AIR,"CHANTILLY AIR, INC. (MANASSAS, VA)",UNITED STATES OF AMERICA
CPL,-,CHAPARRAL,CHAPARRAL AIRLINES,"CHAPARRAL AIRLINES (ABILENE, TX)",UNITED STATES OF AMERICA
HMD,-,HAMMOND,CHARLIE HAMMONDS FLYING SERVICE,"CHARLIE HAMMONDS FLYING SERVICE, INC. (HOUMA, LA)",UNITED STATES OF AMERICA
RKJ,-,ARCA JET,CHARTER AIRLINES,"CHARTER AIRLINES, LLC",UNITED STATES OF AMERICA
LTC,-,CHARTER JETS,CHARTER JETS,CHARTER JETS,LITHUANIA
CTS,-,EXECUTIVE,CHARTERS EJECUTIVOS,CHARTERS EJECUTIVOS SA DE CV,MEXICO
SCS,-,SOUTHERN CHARTERS,CHARTERS LTD,CHARTERS (SOUTH AFRICAN NON SCHEDULED AIRWAYS (PTY) LTD),SOUTH AFRICA
HRT,-,CHARTRIGHT,CHARTRIGHT AIR,CHARTRIGHT AIR INC.,CANADA
CHQ,-,CHAUTAUQUA,CHAUTAUQUA AIRLINES,"CHAUTAUQUA AIRLINES (JAMESTOWN, NY)",UNITED STATES OF AMERICA
HMB,-,HUMMINGBIRD,CHC GLOBAL OPERATIONS,CHC GLOBAL OPERATIONS,CANADA
GCY,-,HELIBIRD,CHC GLOBAL OPERATIONS INTERNATIONAL,CHC GLOBAL OPERATIONS INTERNATIONAL,CANADA
RBD,-,REDBIRD,CHC HELICOPTERS CANADA,CHC HELICOPTERS CANADA INC.,CANADA
HNL,-,MAPLELEAF,CHC HELICOPTERS NETHERLANDS,CHC HELICOPTERS NETHERLANDS,NETHERLANDS
ATQ,-,COLIBRI,CHC HELICOPTERS NIGERIA,CHC HELICOPTERS NIGERIA LIMITED,NIGERIA
HKS,-,HELIBUS,CHC HELIKOPTER SERVICE,CHC HELIKOPTER SERVICE AS,NORWAY
CHM,-,-,CHEMECH AVIATION,CHEMECH AVIATION (PVT) LIMITED,PAKISTAN
UEA,-,UNITED EAGLE,CHENGDU AIRLINES,"CHENGDU AIRLINES CO., LTD",CHINA
...,-,ASTON,CHEQAIR,CHEQAIR,UNITED KINGDOM
FSS,-,ABACO,CHEROKEE AIR,CHEROKEE AIR LIMITED,BAHAMAS
CCY,-,CHERRY,CHERRY AIR,"CHERRY AIR, INC. (DALLAS, TX)",UNITED STATES OF AMERICA
CAB,-,CHESAPEAKE AIR,CHESAPEAKE AIR SERVICE,"CHESAPEAKE AIR SERVICE (PASADENA, MD)",UNITED STATES OF AMERICA
GLH,-,GULFHAWK,CHEVRON CORPORATION,CHEVRON CORPORATION,UNITED STATES OF AMERICA
CVR,-,CHEVRON,CHEVRON U.S.A.,"CHEVRON U.S.A. (NEW ORLEANS, LA)",UNITED STATES OF AMERICA
CYA,-,CHEYENNE AIR,CHEYENNE AIRWAYS,"CHEYENNE AIRWAYS, INC. (CHEYENNE, WY)",UNITED STATES OF AMERICA
CGO,-,WILD ONION,CHICAGO AIR,"CHICAGO AIR, INC. (CHICAGO, IL)",UNITED STATES OF AMERICA
WDY,-,WINDY CITY,CHICAGO JET GROUP,"CHICAGO JET GROUP, LLC (SUGAR GROVE, IL)",UNITED STATES OF AMERICA
AIO,-,AIR CHIEF,"CHIEF OF STAFF, UNITED STATES AIR FORCE","CHIEF OF STAFF, UNITED STATES AIR FORCE (ANDREWS AFB, MD)",UNITED STATES OF AMERICA
CCH,-,CHILCHOTA,CHILCHOTA TAXI AEREO,"CHILCHOTA TAXI AEREO, S.A. DE C.V.",MEXICO
ETN,-,CHIMNIR,CHIM-NIR AVIATION,CHIM-NIR AVIATION,ISRAEL
CCO,-,AVIC CARGO,CHINA AIR CARGO,"CHINA AIR CARGO CO., LTD",CHINA
CAL,CI,DYNASTY,CHINA AIRLINES,CHINA AIRLINES,TAIPEI
CKK,CK,CARGO KING,CHINA CARGO AIRLINES,CHINA CARGO AIRLINES LTD,CHINA
LHA,-,AIR CANTON,CHINA CENTRAL LONGHAO AIRLINES,"CHINA CENTRAL LONGHAO AIRLINES CO., LTD.",CHINA
FTU,-,FLIGHT UNIVERSITY,CHINA CIVIL AVIATION FLIGHT UNIVERSITY,CHINA CIVIL AVIATION FLIGHT UNIVERSITY,CHINA
CES,MU,CHINA EASTERN,CHINA EASTERN AIRLINES,"CHINA EASTERN AIRLINES CO., LTD",CHINA
CEC,-,EASTERN JET,CHINA EASTERN BUSINESS JET,"CHINA EASTERN BUSINESS JET CO. ,LTD.",CHINA
HXA,G5,CHINA EXPRESS,CHINA EXPRESS AIRLINES,"CHINA EXPRESS AIRLINES CO., LTD",CHINA
CFZ,-,ZHONGFEI,CHINA FLIGHT GENERAL AVIATION COMPANY,CHINA FLIGHT GENERAL AVIATION COMPANY,CHINA
CFA,-,FEILONG,CHINA FLYING DRAGON AVIATION,CHINA FLYING DRAGON AVIATION CO.,CHINA
CYZ,CF,CHINA POST,CHINA POSTAL AIRLINES,CHINA POSTAL AIRLINES LTD,CHINA
CSN,CZ,CHINA SOUTHERN,CHINA SOUTHERN AIRLINES,CHINA SOUTHERN AIRLINES,CHINA
CYH,-,YUHAO,CHINA SOUTHERN AIRLINES,CHINA SOUTHERN AIRLINES HENAN CO. LTD,CHINA
CSG,-,SOUTHERN CARGO,CHINA SOUTHERN AIRLINES CARGO,CHINA SOUTHERN AIRLINES CARGO,CHINA
SAG,-,AERO EAGLE,CHINA SOUTHERN AIRLINES GENERAL AVIATION,CHINA SOUTHERN AIRLINES GENERAL AVIATION LIMITED,CHINA
CXN,-,STRONG AIR,CHINA SOUTHERN AIRLINES XIONG AN AIRLINES COMPANY,CHINA SOUTHERN AIRLINES XIONG AN AIRLINES COMPANY LIMITED,CHINA
CUA,-,CHINA UNITED,CHINA UNITED AIRLINES,"CHINA UNITED AIRLINES CO., LTD.",CHINA
CHS,-,+,CHINGGIS AIRWAYS,CHINGGIS AIRWAYS,MONGOLIA
CGU,-,CHINGUETTI,CHINGUETTI AIRLINES,CHINGUETTI AIRLINES,MAURITANIA
CEP,-,CHIPOLA,CHIPOLA AVIATION,"CHIPOLA AVIATION, INC. (MARIANNA, FL)",UNITED STATES OF AMERICA
CDQ,-,CHODANG FLIGHT,CHODANG UNIVERSITY,CHODANG UNIVERSITY,REPUBLIC OF KOREA
CSX,-,CHOICE AIR,CHOICE AIRWAYS,"CHOICE AIRWAYS, INC. (SUNRISE, FL)",UNITED STATES OF AMERICA
CQN,-,CHONG QING,CHONG QING AIRLINES,"CHONG QING AIRLINES CO., LTD",CHINA
CFB,-,FOREBASE,CHONGQING FOREBASE GENERAL AVIATION,"CHONGQING FOREBASE GENERAL AVIATION CO., LTD",CHINA
CAS,-,CHRISTMAN,CHRISTMAN AIR SYSTEM,"CHRISTMAN AIR SYSTEM (WASHINGTON, PA)",UNITED STATES OF AMERICA
CHO,-,CHROME AIR,CHROME AIR SERVICES,CHROME AIR SERVICES LTD,NIGERIA
NDL,-,NEEDLE,CHRONO AVIATION,CHRONO AVIATION INC. D/B/A CHRONO AVIATION,CANADA
MBK,-,MATBLACK,CHRONO JET,CHRONO JET INC,CANADA
CHU,-,CHURCHAIR,CHURCH AIRCRAFT,"CHURCH AIRCRAFT LTD (DENVER, CO)",UNITED STATES OF AMERICA
UAX,-,UNIFORM,CHURCH FENTON UAS,UAS/AEF CHURCH FENTON,UNITED KINGDOM
CVX,-,CIACA,CIACA,CENTRO INDUSTRIAL AERONAUTICO C.A. (CIACA),VENEZUELA
CIL,-,CIAF LEASING,CIAF LEASING,CIAF LEASING,EGYPT
CRA,-,CIMAS,CIMAS,CIMAS EMERGENCY AIR RESCUE SERVICE,ZIMBABWE
WVE,-,CLEAR WAVE,CIMEX ENVIRONMENTAL,"CIMEX ENVIRONMENTAL, LLC",UNITED STATES OF AMERICA
CYC,-,CIRCADIAN,CIRCAFIAN AVIATION,CIRCADIAN AVIATION LLC,UNITED STATES
NTS,-,NITE STAR,CIRRUS AIR,"CIRRUS AIR, INC. (DALLAS, TX)",UNITED STATES OF AMERICA
XCX,-,-,CITIBANK,"CITIBANK, N.A. (NEWARK, NJ)",UNITED STATES OF AMERICA
CTV,-,SUPERGREEN,CITILINK INDONESIA,CITILINK INDONESIA,INDONESIA
VAX,-,VANTAGE,CITIZEN AIRWAYS,CITIZEN AIRWAYS,CANADA
VCI,-,CI-TOURS,CI-TOURS,CI-TOURS,COTE D'IVOIRE
LHX,VL,CITYAIR,CITY AIRLINES,CITY AIRLINES GMBH,GERMANY
GTA,-,CITY AIRWAYS,CITY AIRWAYS,CITY AIRWAYS CO. LTD,THAILAND
CIX,-,CONNEXION,CITY CONNEXION AIRLINES,CITY CONNEXION AIRLINES,BURUNDI
BCY,WX,CITY IRELAND,CITYJET,CITYJET,IRELAND
CNB,-,CITYHUN,CITYLINE HUNGARY,CITYLINE HUNGARY LTD,HUNGARY
CAP,-,CAP,CIVIL AIR PATROL,"UNITED STATES AIR FORCE AUXILIARY / CIVIL AIR PATROL (RICHMOND, VA)",UNITED STATES OF AMERICA
CPF,-,CAP-FLIGHT,CIVIL AIR PATROL,"US AIR FORCE AUXILIARY, CIVIL AIR PATROL (MAXWELL AFB, AL)",UNITED STATES OF AMERICA
BKR,-,BOX KAR,"CIVIL AIR PATROL, SOUTH CAROLINA WING","CIVIL AIR PATROL, SOUTH CAROLINA WING (COLUMBIA, SC)",UNITED STATES OF AMERICA
CIV,-,CIVAIR,CIVIL AVIATION AUTHORITY OF NEW ZEALAND,CIVIL AVIATION AUTHORITY OF NEW ZEALAND,NEW ZEALAND
CAA,-,INSPECTOR,CIVIL AVIATION AUTHORITY OF THE CZECH REPUBLIC,CIVIL AVIATION AUTHORITY OF THE CZECH REPUBLIC,CZECHIA
CKC,-,-,CKC SERVICES,"CKC SERVICES, INC. (NEWPORT BEACH, CA)",UNITED STATES OF AMERICA
FMC,-,CLAESSENS,CLAESSENS INTERNATIONAL LTD.,CLAESSENS INTERNATIONAL LTD.,UNITED KINGDOM
CLK,-,CLARKAIR,CLARK AVIATION CORP.,"CLARK AVIATION CORP. (NEW CUMBERLAND, PA)",UNITED STATES OF AMERICA
CSF,-,CALEDONIAN,CLASAIR,CLASAIR,UNITED KINGDOM
DUC,-,RICHAT,CLASS AVIATION,CLASS AVIATION,MAURITANIA
RMN,-,RAINMAN,CLASSIC FLIGHT TRAINING SERVICES,CLASSIC FLIGHT TRAINING SERVICES LTD,UNITED KINGDOM
LLT,-,CLASSIC JET,CLASSIC JET,CLASSIC JET,LITHUANIA
â€¦,-,CLASSIC WINGS,CLASSIC WINGS,CLACTON AERO CLUB 1988 LTD,UNITED KINGDOM
…,-,CLASSIC WINGS,CLASSIC WINGS,CLACTON AERO CLUB 1988 LTD,UNITED KINGDOM
CLY,-,CLAY-LACY,CLAY LACY AVIATION,"CLAY LACY AVIATION (SEATTLE, WA)",UNITED STATES OF AMERICA
CLN,-,CLEOPATRA,CLEOPATRA AVIATION,CLEOPATRA AVIATION,EGYPT
CGK,-,CLICK AIR,CLICK AIRWAYS,CLICK AIRWAYS,UNITED ARAB EMIRATES
CLI,-,CLICKJET,CLICKAIR,"CLICKAIR, S.A.",SPAIN
CLC,-,MOTHERSHIP,CLOUD 9 AIR CHARTERS,SCAMBESCO CC TRADING AS CLOUD 9 AIR CHARTERS,SOUTH AFRICA
CLZ,-,CLOUDLINE,CLOUD 9 AIR CHARTERS,CLOUD 9 AIR CHARTERS,SOUTH AFRICA
CLD,-,CLOWES,CLOWES ESTATES,CLOWES ESTATES LTD,UNITED KINGDOM
CAG,-,-,CLUB ACROBATICO MEDITERRANEO,CLUB ACROBATICO MEDITERRANEO,SPAIN
VIJ,-,AERO VIGO,CLUB AERO VIGO,CLUB AERO VIGO,SPAIN
CLT,-,-,CLUB AEROCELTA DE VUELO CON MOTOR,CLUB AEROCELTA DE VUELO CON MOTOR,SPAIN
TSX,-,-,CLUB DE VUELO TAS,CLUB DE VUELO TAS,SPAIN
CMZ,-,CEE-EM STAIRS,CM STAIR,"CM STAIR, COMPAGNIE MAURITANIENNE DES SERVICES ET TRANSPORT AERIEN",MAURITANIA
CMA,-,FRENCH CARGO,CMA CGM AIR CARGO,CMA CGM AIR CARGO,FRANCE
CMC,-,ESTERLINE,CMC ELECTRONICS,CMC ELECTRONICS INC.,CANADA
ORO,-,CAPRI,CNAIR,"CNAIR, S.A.",SPAIN
CXT,-,COASTAL,COASTAL AIR TRANSPORT,"COASTAL AIR TRANSPORT (CHRISTIANSTED, ST. CROIX)",UNITED STATES OF AMERICA
TCL,-,TRANS COASTAL,COASTAL AIR TRANSPORT,"ESCAPE AVIATION D/B/A COASTAL AIR TRANSPORT (FAIRHOPE, AL)",UNITED STATES OF AMERICA
CNG,-,SID-AIR,COASTAL AIRWAYS,"COASTAL AIRWAYS (GULFPORT, MS)",UNITED STATES OF AMERICA
CSV,-,COASTAL TRAVEL,COASTAL TRAVELS,COASTAL TRAVELS LIMITED,TANZANIA
CNS,-,CHRONOS,COBALT AIR,"COBALT AIR, LLC (PORTSMOUTH NH)",UNITED STATES OF AMERICA
FCB,-,APOLLO,COBALTAIR,COBALTAIR LIMITED,CYPRUS
QJE,-,+,COBHAM AVIATION SERVICES,COBHAM AVIATION SERVICES AUSTRALIA - AIRLINE SERVICES,AUSTRALIA
CLB,-,CALIBRATOR,COBHAM FLIGHT INSPECTION,COBHAM FLIGHT INSPECTION LTD,UNITED KINGDOM
CBR,-,STRIKE,COBRA AVIATION,COBRA AVIATION,SOUTH AFRICA
COB,-,COBRA JET,COBRA JET AVIATION,COBRA JET AVIATION,EGYPT
CBX,-,COBREX,COBREX TRANS,COBREX TRANS,ROMANIA
YGD,-,-,COCESNA,CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA (COCESNA),HONDURAS
GRM,-,GERONIMO,COCHISE COUNTY SHERIFF,"ARIZONA STATE GOVERNMENT, COCHISE COUNTY SHERIFF",UNITED STATES OF AMERICA
CHC,-,CHINA HELICOPTER,COHC,CHINA OCEAN HELICOPTER CORP. - COHC,CHINA
PCI,-,PROTEA COIN,COIN AVIATION,PROTEA COIN GROUP (PTY) LTD T/A COIN AVIATION,SOUTH AFRICA
COI,-,COAVIATION,COINSPECTRA AVIACION,"COINSPECTRA AVIACION, C.A.",VENEZUELA
OLR,-,COLAEREOS,COLAEREOS,COLAEREOS,ECUADOR
CLE,-,COLEMILL,COLEMILL ENTERPRISES,"COLEMILL ENTERPRISES (NASHVILLE, TN)",UNITED STATES OF AMERICA
UAD,-,UNIFORM,COLERNE UAS,UAS/AEF COLERNE,UNITED KINGDOM
CJC,-,COLGAN,COLGAN AIR,"COLGAN AIR (MANASSAS, VA)",UNITED STATES OF AMERICA
CBL,-,COLOMBE LINE,COLOMBE AIRLINE,COLOMBE AIRLINE S.A.,BURKINA FASO
CGZ,-,COLORFUL,COLORFUL GUIZHOU AIRLINES,COLORFUL GUIZHOU AIRLINES CO. LTD.,CHINA
CYN,-,COLOR JET,COLORFUL YUNNAN GENERAL AVIATION,"COLORFUL YUNNAN GENERAL AVIATION CO., LTD.",CHINA
CCX,-,-,COLT INTERNATIONAL,"COLT INTERNATIONAL, INC.",UNITED STATES OF AMERICA
XCA,-,COLT,COLT TRANSPORTES AEREOS,COLT TRANSPORTES AEREOS S.A.,BRAZIL
WCO,-,COLUMBIA HELI,COLUMBIA HELICOPTERS,"COLUMBIA HELICOPTERS, INC. (LAKE CHARLES, LA)",UNITED STATES OF AMERICA
KLR,-,KAY-LER,COLUMBUS AIR TRANSPORT,"COLUMBUS AIR TRANSPORT, INC. (COLUMBUS, OH)",UNITED STATES OF AMERICA
GHP,-,GRASSHOPPER EX,COLVIN AVIATION,"COLVIN AVIATION, INC. (ATHENS, GA)",UNITED STATES OF AMERICA
CCS,-,COMAC EXPRESS,COMAC SHANGHAI AIRCRAFT CUSTOMER SERVICE,"COMAC SHANGHAI AIRCRAFT CUSTOMER SERVICE CO., LTD.",CHINA
CAW,-,COMMERCIAL,COMAIR,COMAIR LTD,SOUTH AFRICA
COM,-,COMAIR,COMAIR,"COMAIR, INC. (CINCINNATI, OH)",UNITED STATES OF AMERICA
GCM,-,GLOBECOM,COMAIR FLIGHT SERVICES,COMAIR FLIGHT SERVICES (PTY) LTD,SOUTH AFRICA
CDE,-,COMEX,COMED GROUP,COMED GROUP,UNITED KINGDOM
CVV,-,COMERAVIA,COMERAVIA,COMERCIAL DE AVIACION C.A. (COMERAVIA),VENEZUELA
CRS,-,COMERCIAL AEREA,COMERCIAL AEREA,"COMERCIAL AEREA, S.A. DE C.V.",MEXICO
CVJ,-,COMEREJECUTIVA,COMERCIALIZACION DE AVIACION EJECUTIVA,"COMERCIALIZACION DE AVIACION EJECUTIVA, S.A. DE C.V.",MEXICO
CGB,-,COMGLOB,COMERCIALIZACION INDUSTRIAL GLOBAL,"COMERCIALIZACION INDUSTRIAL GLOBAL, S.A. DE C.V.",MEXICO
CMG,-,SUNSPY,COMET AIRLINES,COMET AIRLINES LIMITED,NIGERIA
CMJ,-,COMFORT JET,COMFORT JET SERVICES,COMFORT JET SERVICES,TOGO
FRS,-,COMFORT SERVICIOS,COMFORT SERVICIOS AEREOS,"COMFORT SERVICIOS AEREOS, S.A. DE C.V.",MEXICO
MLM,-,LUXMALTA,COMLUX (MALTA),COMLUX (MALTA) LTD,MALTA
CXB,CS,STARLUX,COMLUX ARUBA,COMLUX ARUBA NV,NETHERLANDS
SMC,-,COMLUX,COMLUX SAN MARINO,COMLUX SAN MARINO,SAN MARINO
KAZ,-,KAZLUX,COMLUX-KZ,COMLUX-KZ JSC,KAZAKHSTAN
CMH,-,COMMODORE,COMMAIR AVIATION,COMMAIR AVIATION LIMITED,UNITED KINGDOM
WPC,-,COMMAND AIR,COMMANDAIR,COMMANDAIR C.A,VENEZUELA
CTM,-,COTAM,COMMANDEMENT DU TRANSPORT AERIEN MILITAIRE FRANCAIS,COMMANDEMENT DU TRANSPORT AERIEN MILITAIRE FRANCAIS,FRANCE
CRM,-,COMMANDERMEX,COMMANDER MEXICANA,"COMMANDER MEXICANA, S.A. DE C.V.",MEXICO
